stationTriplet,actonId,beginDate,countyName,elevation,endDate,fipsCountryCd,fipsCountyCd,fipsStateNumber,huc,hud,latitude,longitude,name,shefId,stationDataTimeZone,stationTimeZone
488:AZ:SNTL,11P13S,1978-10-01 00:00:00,Coconino,7236.00,2100-01-01 00:00:00,US,005,04,150602020501,15060202,35.07356,-111.84477,Fry,FRYA3,-8.0,
1262:NV:SNTL,15H07S,2014-10-08 00:00:00,Elko,6798.00,2100-01-01 00:00:00,US,007,32,160401020101,,41.58008,-115.93640,Fry Canyon,FRYN2,-8.0,
489:ID:SNTL,14F17S,1979-10-01 00:00:00,Blaine,7470.00,2100-01-01 00:00:00,US,013,16,170402190101,17040219,43.87722,-114.67250,Galena,GLNI1,-8.0,
429:AK:SNTL,,2018-08-16 00:00:00,Yukon-Koyukuk,410.00,2100-01-01 00:00:00,US,290,02,190902051104,,64.69662,-156.71497,Galena AK,GANA2,-9.0,
490:ID:SNTL,14F12S,1978-10-01 00:00:00,Blaine,8780.00,2100-01-01 00:00:00,US,013,16,170402190101,17040219,43.87497,-114.71363,Galena Summit,GLSI1,-8.0,
491:NM:SNTL,05N18S,1979-10-01 00:00:00,Taos,9480.00,2100-01-01 00:00:00,US,055,35,130201010502,13020101,36.19418,-105.55742,Gallegos Peak,GLGN5,-8.0,
1114:UT:SNTL,11H07S,2009-10-01 00:00:00,Cache,7705.00,2100-01-01 00:00:00,US,005,49,160102010106,16010203,41.92150,-111.46930,Garden City Summit,GDSU1,-8.0,
1066:UT:SNTL,13M07S,2004-10-01 00:00:00,Washington,8322.00,2100-01-01 00:00:00,US,053,49,150100080701,15010008,37.40083,-113.45988,Gardner Peak,GAPU1,-8.0,
492:ID:SNTL,13F04S,1979-10-01 00:00:00,Blaine,6560.00,2100-01-01 00:00:00,US,013,16,170402210301,17040221,43.61040,-113.93080,Garfield R.S.,GARI1,-8.0,
1173:NM:SNTL,06N17S,2016-09-23 00:00:00,Rio Arriba,10115.00,2100-01-01 00:00:00,US,039,35,130202020201,13020202,36.00469,-106.54805,Garita Peak,GAPN5,-8.0,
918:MT:SNTL,15A05S,1968-10-01 00:00:00,Lincoln,4250.00,2100-01-01 00:00:00,US,053,30,170101030202,17010103,48.97523,-115.81915,Garver Creek,GVRM8,-8.0,
1221:UT:SNTL,11K11S,2012-10-01 00:00:00,Sanpete,8801.00,2100-01-01 00:00:00,US,039,49,160300040307,16030004,39.32019,-111.48827,GBRC HQ,GBZU1,-8.0,
1222:UT:SNTL,11K10S,2012-10-01 00:00:00,Sanpete,9858.00,2100-01-01 00:00:00,US,039,49,160300040307,16030004,39.30229,-111.45383,GBRC Meadows,GBMU1,-8.0,
1151:UT:SNTL,13H05S,2010-10-01 00:00:00,Box Elder,8964.00,2100-01-01 00:00:00,US,003,49,170402100401,17040210,41.91562,-113.41154,George Creek,GECU1,-8.0,
945:OR:SNTL,21G04S,1998-10-01 00:00:00,Klamath,4890.00,2100-01-01 00:00:00,US,035,41,180102040508,18010204,42.20620,-121.13340,Gerber Reservoir,GSTO3,-8.0,
493:ID:SNTL,11G33S,1979-10-01 00:00:00,Bear Lake,6930.00,2100-01-01 00:00:00,US,007,16,160102010401,16010201,42.41320,-111.16630,Giveout,GIVI1,-8.0,
1057:CO:SNTL,05L11S,2004-08-01 00:00:00,Teller,11391.00,2100-01-01 00:00:00,US,119,08,110200030201,11020003,38.87602,-105.07605,Glen Cove,GLNC2,-8.0,
962:AK:SNTL,50R04S,1996-10-01 00:00:00,Yukon-Koyukuk,2030.00,2100-01-01 00:00:00,US,290,02,190901020403,19040602,66.74500,-150.66750,Gobblers Knob,GOBA2,-9.0,
1195:NV:SNTL,17J02S,2011-10-01 00:00:00,Humboldt,6616.00,2100-01-01 00:00:00,US,013,32,160401080102,16040108,40.88358,-117.58812,Golconda,GLCN2,-8.0,
1159:WA:SNTL,18A26S,2010-10-01 00:00:00,Okanogan,5360.00,2100-01-01 00:00:00,US,047,53,170200021204,17020002,48.95160,-118.98640,Gold Axe Camp,GAXW1,-8.0,
1304:UT:SNTL,,2021-09-01 00:00:00,San Juan,10076.00,2100-01-01 00:00:00,US,037,49,140300050401,,38.46516,-109.26332,Gold Basin,GDBU1,-8.0,
494:OR:SNTL,18E08S,1979-10-01 00:00:00,Grant,5410.00,2100-01-01 00:00:00,US,023,41,170702020202,17070202,44.76380,-118.31170,Gold Center,GLDO3,-8.0,
1256:WA:SNTL,18A19S,2010-10-08 00:00:00,Ferry,4390.00,2100-01-01 00:00:00,US,019,53,170200011703,,48.18934,-118.45590,Gold Mountain,GLDW1,-8.0,
495:UT:SNTL,11L12S,1979-06-27 00:00:00,Sevier,7944.00,2100-01-01 00:00:00,US,041,49,160300030405,16030003,38.80034,-111.68333,Gooseberry RS,GOOU1,-8.0,
1184:UT:SNTL,11L02S,2011-10-01 00:00:00,Sevier,8396.00,2100-01-01 00:00:00,US,041,49,160300030405,16030003,38.78820,-111.68892,Gooseberry RS Up,GOUU1,-8.0,
496:ID:SNTL,15F14S,1978-10-01 00:00:00,Elmore,5690.00,2100-01-01 00:00:00,US,039,16,170501110303,17050111,43.95380,-115.27387,Graham Guard Sta.,GGSI1,-8.0,
1082:WY:SNTL,10F30S,2006-08-21 00:00:00,Teton,9260.00,2100-01-01 00:00:00,US,039,56,170402040202,17040204,43.77933,-110.92783,Grand Targhee,GTHW4,-8.0,
956:AK:SNTL,49L09S,1982-10-01 00:00:00,Kenai Peninsula,1100.00,2100-01-01 00:00:00,US,122,02,190203021001,19020302,60.60832,-149.06313,Grandview,GRVA2,-9.0,
497:WY:SNTL,10F29S,1987-10-01 00:00:00,Teton,6770.00,2100-01-01 00:00:00,US,039,56,170401030304,17040103,43.34298,-110.43495,Granite Creek,GRCW4,-8.0,
963:AK:SNTL,45O04S,1985-11-01 00:00:00,Southeast Fairbanks,1240.00,2100-01-01 00:00:00,US,240,02,190803031306,19040503,63.94382,-145.39993,Granite Crk,GCKA2,-9.0,
498:NV:SNTL,17H08S,1980-10-01 00:00:00,Humboldt,8503.00,2100-01-01 00:00:00,US,013,32,160401090601,16040109,41.67032,-117.56668,Granite Peak,GRPN2,-8.0,
499:WY:SNTL,10E15S,1962-09-01 00:00:00,Teton,7265.00,2100-01-01 00:00:00,US,039,56,170402030202,17040203,44.12612,-110.83435,Grassy Lake,GRSW4,-8.0,
500:MT:SNTL,14A11S,1968-10-01 00:00:00,Flathead,4300.00,2100-01-01 00:00:00,US,029,30,170101010801,17010101,48.91453,-114.76663,Grave Creek,GRCM8,-8.0,
501:WY:SNTL,07F06S,1991-10-01 00:00:00,Natrona,8550.00,2100-01-01 00:00:00,US,025,56,100902010103,10090201,43.46643,-107.23977,Grave Springs,GVSW4,-8.0,
1058:CO:SNTL,06M21S,2004-09-01 00:00:00,Rio Grande,11626.00,2100-01-01 00:00:00,US,105,08,130100020101,13010002,37.47051,-106.53790,Grayback,GYBC2,-8.0,
502:WA:SNTL,21C10S,1981-10-01 00:00:00,Yakima,5920.00,2100-01-01 00:00:00,US,077,53,170300030101,17030003,46.54741,-121.17093,Green Lake,GRLW1,-8.0,
503:NV:SNTL,15J09S,1980-10-01 00:00:00,Elko,8185.00,2100-01-01 00:00:00,US,007,32,160401030401,16040103,40.38480,-115.52757,Green Mountain,GRMN2,-8.0,
504:OR:SNTL,21D01S,1978-10-01 00:00:00,Hood River,3310.00,2100-01-01 00:00:00,US,027,41,170701050603,17070105,45.62237,-121.70415,Greenpoint,GRPO3,-8.0,
505:CO:SNTL,05K09S,1979-10-01 00:00:00,Summit,11139.00,2100-01-01 00:00:00,US,117,08,140100020201,14010002,39.64646,-105.86940,Grizzly Peak,GZPC2,-8.0,
506:WY:SNTL,10F19S,1976-04-01 00:00:00,Teton,8750.00,2100-01-01 00:00:00,US,039,56,170401020203,17040102,43.38939,-110.12943,Gros Ventre Summit,GRVW4,-8.0,
507:WA:SNTL,20B11S,1979-10-01 00:00:00,Kittitas,5390.00,2100-01-01 00:00:00,US,037,53,170300010401,17030001,47.28107,-120.48771,Grouse Camp,GRCW1,-8.0,
964:AK:SNTL,49L14S,1988-10-01 00:00:00,Kenai Peninsula,700.00,2100-01-01 00:00:00,US,122,02,190203020902,19020302,60.25965,-149.34228,Grouse Creek Divide,GCRA2,-9.0,
2222:AK:SNTL,,2018-06-16 00:00:00,Valdez-Cordova,1830.00,2100-01-01 00:00:00,US,261,02,190201020604,,62.40962,-145.37513,Gulkana River,GSNA2,-9.0,
944:WY:SNTL,09F28S,1998-09-01 00:00:00,Sublette,9820.00,2100-01-01 00:00:00,US,035,56,170401020102,17040102,43.38332,-109.87815,Gunsight Pass,GUNW4,-8.0,
1065:UT:SNTL,13M06S,2004-10-01 00:00:00,Washington,6763.00,2100-01-01 00:00:00,US,053,49,150100100101,15010008,37.49617,-113.94235,Gutz Peak,GTZU1,-8.0,
508:CA:SNTL,19L03S,1978-10-01 00:00:00,El Dorado,7742.00,2100-01-01 00:00:00,US,017,06,160501010302,16050101,38.85190,-119.93740,Hagans Meadow,HGNC1,-8.0,
509:WY:SNTL,10G24S,1984-10-01 00:00:00,Lincoln,7840.00,2100-01-01 00:00:00,US,023,56,140401070504,14040101,42.14600,-110.67833,Hams Fork,HMKW4,-8.0,
510:MT:SNTL,14A14S,1976-10-01 00:00:00,Flathead,5035.00,2100-01-01 00:00:00,US,029,30,170102100304,17010210,48.30754,-114.84075,Hand Creek,HANM8,-8.0,
511:AZ:SNTL,09S11S,1956-10-01 00:00:00,Greenlee,9027.00,2100-01-01 00:00:00,US,011,04,150601010107,15040004,33.65352,-109.30877,Hannagan Meadows,HNMA3,-8.0,
512:WY:SNTL,06E03S,1979-10-01 00:00:00,Johnson,8360.00,2100-01-01 00:00:00,US,019,56,100902060101,10090206,44.25602,-106.97983,Hansen Sawmill,HNSW4,-8.0,
969:AZ:SNTL,11R05S,1999-06-01 00:00:00,Coconino,7539.00,2100-01-01 00:00:00,US,005,04,150602020604,15060203,34.74594,-111.41219,Happy Jack,XHJA3,-8.0,
896:UT:SNTL,11J37S,1993-10-01 00:00:00,Morgan,7250.00,2100-01-01 00:00:00,US,029,49,160201020105,16020102,40.86833,-111.71865,Hardscrabble,HARU1,-8.0,
514:UT:SNTL,12M05S,1979-08-04 00:00:00,Kane,7792.00,2100-01-01 00:00:00,US,025,49,160300010104,16030001,37.48997,-112.57602,Harris Flat,HRSU1,-8.0,
515:WA:SNTL,20A05S,1979-10-01 00:00:00,Okanogan,6490.00,2100-01-01 00:00:00,US,047,53,171100050501,17020008,48.72047,-120.65860,Harts Pass,HRPW1,-8.0,
516:MT:SNTL,15A03S,1968-10-01 00:00:00,Lincoln,6450.00,2100-01-01 00:00:00,US,053,30,170101050201,17010103,48.97230,-115.95337,Hawkins Lake,HAWM8,-8.0,
1271:AZ:SNTL,09S16S,2015-09-18 00:00:00,Apache,8314.00,2100-01-01 00:00:00,US,001,04,150601020106,,33.97121,-109.76531,Hawley Lake,HAWA3,-8.0,
517:UT:SNTL,10J44S,1978-10-01 00:00:00,Summit,9130.00,2100-01-01 00:00:00,US,043,49,160101010101,16010101,40.79669,-110.88472,Hayden Fork,HFKU1,-8.0,
1102:CO:SNTL,05L12S,2007-08-28 00:00:00,Saguache,10699.00,2100-01-01 00:00:00,US,109,08,130100030301,13010003,38.29303,-105.85027,Hayden Pass,HPAC2,-8.0,
518:CA:SNTL,19L24S,1978-10-01 00:00:00,El Dorado,8534.00,2100-01-01 00:00:00,US,017,06,160501010302,16050101,38.92431,-119.91641,Heavenly Valley,HVNC1,-8.0,
519:AZ:SNTL,10R04S,1953-10-01 00:00:00,Coconino,7654.00,2100-01-01 00:00:00,US,005,04,150200100201,15060103,34.31254,-110.75433,Heber,HBEA3,-8.0,
1270:AK:SNTL,34J07S,2015-10-02 13:00:00,Juneau,2065.00,2100-01-01 00:00:00,US,110,02,190103010401,,58.69652,-134.86448,Heen Latinee,DCSA2,-9.0,
520:ID:SNTL,15C06S,1982-10-01 00:00:00,Clearwater,5810.00,2100-01-01 00:00:00,US,035,16,170603070601,17060306,46.48111,-115.63361,Hemlock Butte,HEMI1,-8.0,
521:UT:SNTL,10J04S,1985-09-19 00:00:00,Summit,9500.00,2100-01-01 00:00:00,US,043,49,140401070203,14040107,40.95009,-110.48419,Hewinta,HEWU1,-8.0,
522:UT:SNTL,09J08S,1985-09-17 00:00:00,Daggett,9122.00,2100-01-01 00:00:00,US,009,49,140401060501,14040106,40.90663,-109.96287,Hickerson Park,HPSU1,-8.0,
988:ID:SNTL,16A12S,2000-09-20 00:00:00,Boundary,5040.00,2100-01-01 00:00:00,US,021,16,170101040502,17010104,48.89370,-116.75748,Hidden Lake,HDLI1,-8.0,
1187:CO:SNTL,05J46S,2011-07-28 00:00:00,Grand,10638.00,2100-01-01 00:00:00,US,049,08,140100010205,14010001,40.03590,-105.75472,High Lonesome,HLNC2,-8.0,
523:OR:SNTL,18D19S,1978-10-01 00:00:00,Umatilla,4920.00,2100-01-01 00:00:00,US,059,41,170701030103,17070103,45.69682,-118.10657,High Ridge,HIRO3,-8.0,
524:ID:SNTL,13E27S,1979-10-01 00:00:00,Custer,8000.00,2100-01-01 00:00:00,US,037,16,170402170401,17040217,44.01897,-113.47230,Hilts Creek,HLTI1,-8.0,
1223:UT:SNTL,11J22S,2012-10-01 00:00:00,Utah,7377.00,2100-01-01 00:00:00,US,049,49,160202020304,16020202,40.18538,-111.35971,Hobble Creek,HOBU1,-8.0,
525:WY:SNTL,09G03S,1978-10-01 00:00:00,Fremont,10100.00,2100-01-01 00:00:00,US,013,56,100800030207,10080002,42.86984,-109.09455,Hobbs Park,HBBW4,-8.0,
526:OR:SNTL,21E06S,1978-10-01 00:00:00,Linn,4790.00,2100-01-01 00:00:00,US,043,41,170900040201,17090005,44.42042,-121.85655,Hogg Pass,HOPO3,-8.0,
527:NV:SNTL,15J15S,1981-10-01 00:00:00,Elko,8163.00,2100-01-01 00:00:00,US,007,32,160600071602,16060007,40.94168,-115.09540,Hole-in-Mountain,HIMN2,-8.0,
528:UT:SNTL,10J01S,1985-09-18 00:00:00,Summit,9168.00,2100-01-01 00:00:00,US,043,49,140401060205,14040106,40.92167,-110.18623,Hole-in-Rock,HIRU1,-8.0,
529:OR:SNTL,22F42S,1979-10-01 00:00:00,Lane,4930.00,2100-01-01 00:00:00,US,039,41,170900020201,17090002,43.66917,-122.56877,Holland Meadows,HLMO3,-8.0,
530:MT:SNTL,15C10S,1966-10-01 00:00:00,Mineral,6050.00,2100-01-01 00:00:00,US,061,30,170102040607,17010204,46.97510,-115.03490,Hoodoo Basin,HOOM8,-8.0,
1318:AK:SNTL,,2023-10-19 00:00:00,Hoonah-Angoon,1550.00,2100-01-01 00:00:00,US,105,02,190102110906,,58.12411,-135.41300,Hoonah,HOSA2,-9.0,
531:CO:SNTL,06K01S,1979-10-01 00:00:00,Summit,11611.00,2100-01-01 00:00:00,US,117,08,101900010102,10190001,39.36092,-106.05999,Hoosier Pass,HOOC2,-8.0,
532:NM:SNTL,06N14S,1978-10-01 00:00:00,Rio Arriba,10095.00,2100-01-01 00:00:00,US,039,35,130201021401,13020102,36.71632,-106.26370,Hopewell,HPWN5,-8.0,
1050:CA:SNTL,19L44S,2003-10-10 00:00:00,Alpine,8557.00,2100-01-01 00:00:00,US,003,06,160502010302,16050201,38.83652,-119.88732,Horse Meadow,HORC1,-8.0,
533:UT:SNTL,11H21S,1978-10-01 00:00:00,Morgan,8199.00,2100-01-01 00:00:00,US,029,49,160201010601,16020101,41.31372,-111.44624,Horse Ridge,HRGU1,-8.0,
1122:CO:SNTL,05J11S,2008-10-01 00:00:00,Larimer,9417.00,2100-01-01 00:00:00,US,069,08,101900070101,10190006,40.57717,-105.62584,Hourglass Lake,HRLC2,-8.0,
1158:OR:SNTL,22G26S,2012-09-26 00:00:00,Jackson,4580.00,2100-01-01 00:00:00,US,029,41,180102060401,18010206,42.21500,-122.37130,Howard Prairie,HOWO3,-8.0,
534:ID:SNTL,13G01S,1978-10-01 00:00:00,Cassia,7980.00,2100-01-01 00:00:00,US,031,16,170402090602,17040210,42.32029,-113.61587,Howell Canyon,HWCI1,-8.0,
2210:AK:SNTL,56Q02S,2014-08-04 00:00:00,Yukon-Koyukuk,206.00,2100-01-01 00:00:00,US,290,02,190901091201,,65.19800,-156.63500,Hozatka Lake,HZLA2,-9.0,
991:WA:SNTL,21A35S,2000-10-01 00:00:00,Whatcom,1690.00,2100-01-01 00:00:00,US,073,53,171100050602,17110005,48.98075,-121.07976,Hozomeen Camp,HZOW1,-8.0,
928:WA:SNTL,21B62S,1997-10-01 00:00:00,Pierce,2250.00,2100-01-01 00:00:00,US,053,53,171100140307,17110014,47.06565,-121.58778,Huckleberry Creek,HKSW1,-8.0,
535:ID:SNTL,15B21S,1978-10-01 00:00:00,Shoshone,4250.00,2100-01-01 00:00:00,US,079,16,170103020102,17010302,47.53178,-115.77643,Humboldt Gulch,HUGI1,-8.0,
1216:UT:SNTL,11K05S,2012-10-01 00:00:00,Sanpete,9652.00,2100-01-01 00:00:00,US,039,49,140600070201,14060009,39.61774,-111.30576,Huntington Horse,HNHU1,-8.0,
537:ID:SNTL,14F16S,1979-10-01 00:00:00,Blaine,7620.00,2100-01-01 00:00:00,US,013,16,170402190402,17040219,43.71077,-114.15894,Hyndman,HYNI1,-8.0,
538:CO:SNTL,07M27S,1979-10-01 00:00:00,Ouray,9812.00,2100-01-01 00:00:00,US,091,08,140200060201,14020006,37.93389,-107.67620,Idarado,IDRC2,-8.0,
968:AK:SNTL,49T01S,1980-10-01 00:00:00,North Slope,3050.00,2100-01-01 00:00:00,US,185,02,190604010702,19060401,68.61683,-149.30017,Imnaviat Creek,TOOA2,-9.0,
539:CA:SNTL,20K04S,1978-10-01 00:00:00,Sierra,6980.00,2100-01-01 00:00:00,US,091,06,160501020102,16050102,39.45269,-120.29367,Independence Camp,ICPC1,-8.0,
540:CA:SNTL,20K03S,1980-10-01 00:00:00,Sierra,6436.00,2100-01-01 00:00:00,US,091,06,160501020102,16050102,39.49001,-120.28226,Independence Creek,ICKC1,-8.0,
541:CA:SNTL,20K05S,1978-10-01 00:00:00,Nevada,8338.00,2100-01-01 00:00:00,US,057,06,160501020104,16050102,39.42752,-120.31342,Independence Lake,ILKC1,-8.0,
1091:AK:SNTL,49M26S,1997-10-01 00:00:00,Matanuska-Susitna,3550.00,2100-01-01 00:00:00,US,170,02,190205051202,19020505,61.79001,-149.28390,Independence Mine,HATA2,-9.0,
542:CO:SNTL,06K04S,1979-10-01 00:00:00,Pitkin,10598.00,2100-01-01 00:00:00,US,097,08,140100040101,14010004,39.07543,-106.61154,Independence Pass,IDPC2,-8.0,
544:WY:SNTL,10G22S,1979-10-01 00:00:00,Lincoln,9425.00,2100-01-01 00:00:00,US,023,56,140401070502,14040101,42.30023,-110.67753,Indian Creek,INCW4,-8.0,
946:AK:SNTL,49M08S,1978-10-01 00:00:00,Anchorage,2350.00,2100-01-01 00:00:00,US,020,02,190204010402,19020401,61.06767,-149.47950,Indian Pass,INPA2,-9.0,
1129:WA:SNTL,20D02S,2008-10-01 00:00:00,Klickitat,5360.00,2100-01-01 00:00:00,US,039,53,170701060301,17070106,45.99077,-120.80767,Indian Rock,IRKW1,-8.0,
545:OR:SNTL,21F21S,1978-10-01 00:00:00,Deschutes,5540.00,2100-01-01 00:00:00,US,017,41,170703010106,17070301,43.80368,-121.94793,Irish Taylor,BEDO3,-8.0,
546:ID:SNTL,11E10S,1979-10-01 00:00:00,Fremont,6290.00,2100-01-01 00:00:00,US,043,16,170402020601,17040202,44.42030,-111.38512,Island Park,ISPI1,-8.0,
547:CO:SNTL,06K10S,1991-10-01 00:00:00,Pitkin,10541.00,2100-01-01 00:00:00,US,097,08,140100040501,14010004,39.29228,-106.54907,Ivanhoe,IVHC2,-8.0,
548:NV:SNTL,16H02S,1978-10-01 00:00:00,Elko,7377.00,2100-01-01 00:00:00,US,007,32,170501050201,17050105,41.54675,-116.00517,Jack Creek Upper,JCUN2,-8.0,
1275:AK:SNTL,41PP8S,2015-10-01 00:00:00,Southeast Fairbanks,3585.00,2100-01-01 00:00:00,US,240,02,190705022204,,64.15290,-141.32693,Jack Wade Jct,JWJA2,-9.0,
549:NV:SNTL,16H04S,1981-10-01 00:00:00,Elko,8424.00,2100-01-01 00:00:00,US,007,32,170501050201,17050105,41.51360,-116.01170,Jacks Peak,JAPN2,-8.0,
550:ID:SNTL,15E09S,1979-10-01 00:00:00,Boise,7070.00,2100-01-01 00:00:00,US,015,16,170501200304,17050111,44.05092,-115.44322,Jackson Peak,JKPI1,-8.0,
935:CO:SNTL,05K26S,1998-08-01 00:00:00,Clear Creek,11054.00,2100-01-01 00:00:00,US,019,08,101900020201,10190002,39.57096,-105.80355,Jackwhacker Gulch,JWGC2,-8.0,
1211:NV:SNTL,14H04S,2011-12-23 00:00:00,Elko,7380.00,2100-01-01 00:00:00,US,007,32,170402130308,17040213,41.56870,-115.03243,Jakes Creek,JAKN2,-8.0,
1287:MT:SNTL,,2017-10-13 00:00:00,Beaverhead,8800.00,2100-01-01 00:00:00,US,001,30,100200011202,,44.77665,-113.12217,JL Meadow,JLMM8,-8.0,
551:CO:SNTL,05J37S,1978-10-01 00:00:00,Larimer,10158.00,2100-01-01 00:00:00,US,069,08,101900070204,10190007,40.53285,-105.88747,Joe Wright,JWRC2,-8.0,
1036:AK:SNTL,64P01S,2000-10-01 00:00:00,Nome,25.00,2100-01-01 00:00:00,US,180,02,190501042003,19050104,64.56460,-164.29257,Johnsons Camp,JCPA2,-9.0,
1099:UT:SNTL,12L20S,2007-10-01 00:00:00,Garfield,9749.00,2100-01-01 00:00:00,US,017,49,160300020507,16030002,38.07125,-112.16788,Jones Corral,JCRU1,-8.0,
970:CO:SNTL,05K21S,1999-09-30 00:00:00,Grand,10426.00,2100-01-01 00:00:00,US,049,08,140100010402,14010001,39.76450,-105.90655,Jones Pass,JNPC2,-8.0,
552:OR:SNTL,22E07S,1978-10-01 00:00:00,Linn,3520.00,2100-01-01 00:00:00,US,043,41,170900060201,17090006,44.38605,-122.16683,Jump Off Joe,JOJO3,-8.0,
553:WA:SNTL,22C09S,1980-10-01 00:00:00,Skamania,3440.00,2100-01-01 00:00:00,US,059,53,170800020304,17080002,46.14778,-122.15413,June Lake,MRBW1,-8.0,
1063:AK:SNTL,50K07S,2003-09-30 00:00:00,Kenai Peninsula,1660.00,2019-07-01 00:00:00,US,122,02,190203011101,19020301,59.72893,-150.66113,Kachemak Creek,KCKA2,-9.0,
1150:NV:SNTL,14K10S,2011-10-01 00:00:00,White Pine,7775.00,2100-01-01 00:00:00,US,033,32,160600080700,16060008,39.55790,-114.62762,Kalamazoo,KALN2,-8.0,
1072:AK:SNTL,50O01S,2004-10-01 00:00:00,Denali,1550.00,2100-01-01 00:00:00,US,068,02,190803101805,19040510,63.54167,-150.99400,Kantishna,KTSA2,-9.0,
554:WY:SNTL,10G12S,1963-10-01 00:00:00,Lincoln,8180.00,2100-01-01 00:00:00,US,023,56,140401070501,14040107,42.26554,-110.80177,Kelley R.S.,KLLW4,-8.0,
1175:AK:SNTL,62S01S,1991-10-01 00:00:00,Northwest Arctic,310.00,2100-01-01 00:00:00,US,188,02,190504030802,19050403,67.93333,-162.28333,Kelly Station,KLLA2,-9.0,
966:AK:SNTL,50L02S,1982-10-01 00:00:00,Kenai Peninsula,300.00,2100-01-01 00:00:00,US,122,02,190203021601,19020302,60.72700,-150.47517,Kenai Moose Pens,KMPA2,-9.0,
555:WY:SNTL,10F15S,1984-10-01 00:00:00,Sublette,7740.00,2100-01-01 00:00:00,US,035,56,140401010302,14040101,43.24930,-110.01662,Kendall R.S.,KNDW4,-8.0,
1145:UT:SNTL,11H31S,2010-10-01 00:00:00,Morgan,7220.00,2100-01-01 00:00:00,US,029,49,160201010603,16020101,41.24764,-111.41249,Kilfoil Creek,KILU1,-8.0,
556:CO:SNTL,06K30S,1979-10-01 00:00:00,Pitkin,9624.00,2100-01-01 00:00:00,US,097,08,140100040504,14010004,39.31720,-106.61501,Kiln,KLNC2,-8.0,
557:UT:SNTL,12L06S,1980-07-23 00:00:00,Piute,9101.00,2100-01-01 00:00:00,US,031,49,160300030104,16030003,38.48383,-112.39273,Kimberly Mine,KMNU1,-8.0,
558:OR:SNTL,23G09S,1979-10-01 00:00:00,Jackson,4340.00,2100-01-01 00:00:00,US,029,41,171003020701,17100302,42.72395,-123.20037,King Mountain,KIMO3,-8.0,
559:UT:SNTL,09J01S,1978-10-01 00:00:00,Uintah,8728.00,2100-01-01 00:00:00,US,047,49,140600100303,14060002,40.71632,-109.54401,Kings Cabin,KGCU1,-8.0,
560:WY:SNTL,09F24S,1979-10-01 00:00:00,Park,9550.00,2100-01-01 00:00:00,US,029,56,100800090101,10080009,43.86067,-109.32163,Kirwin,KRWW4,-8.0,
1115:UT:SNTL,11H01S,2009-10-01 00:00:00,Cache,7250.00,2100-01-01 00:00:00,US,005,49,160102030302,16010203,41.96769,-111.59713,Klondike Narrows,KDNU1,-8.0,
201:AK:SNTL,SC201,1982-10-01 00:00:00,Kodiak Island,19.00,1986-10-01 00:00:00,US,150,02,190207011506,19020701,57.75000,-152.48333,KODIAK,,-9.0,
561:UT:SNTL,13M05S,1978-10-01 00:00:00,Iron,9263.00,2100-01-01 00:00:00,US,021,49,150100080102,15010008,37.52664,-113.05386,Kolob,KLBU1,-8.0,
562:MT:SNTL,13B22S,1979-10-01 00:00:00,Missoula,4750.00,2100-01-01 00:00:00,US,063,30,170102110104,17010211,47.42749,-113.77515,Kraft Creek,KRCM8,-8.0,
563:OR:SNTL,18E18S,1978-10-01 00:00:00,Grant,5240.00,2100-01-01 00:00:00,US,023,41,170501160102,17050116,44.21007,-118.63752,Lake Creek R.S.,LKCO3,-8.0,
564:CO:SNTL,05J41S,1978-10-01 00:00:00,Boulder,9728.00,2100-01-01 00:00:00,US,013,08,101900050402,10190005,39.93659,-105.59031,Lake Eldora,LELC2,-8.0,
565:CO:SNTL,05J10S,1978-10-01 00:00:00,Grand,10682.00,2100-01-01 00:00:00,US,049,08,140100010302,14010001,40.41446,-105.81941,Lake Irene,LKIC2,-8.0,
566:UT:SNTL,10J10S,1978-10-01 00:00:00,Duchesne,10128.00,2100-01-01 00:00:00,US,013,49,140600030705,14060003,40.59709,-110.43316,Lakefork #1,LKFU1,-8.0,
1116:UT:SNTL,10J12S,2009-10-01 00:00:00,Duchesne,8464.00,2100-01-01 00:00:00,US,013,49,140600030705,14060003,40.55020,-110.35290,Lakefork #3,LFKU1,-8.0,
513:UT:SNTL,10J25S,1982-10-01 00:00:00,Duchesne,10885.00,2100-01-01 00:00:00,US,013,49,140600030601,14060003,40.73785,-110.62121,Lakefork Basin,LBNU1,-8.0,
568:MT:SNTL,11E03S,1960-10-01 00:00:00,Beaverhead,7400.00,2100-01-01 00:00:00,US,001,30,100200010105,10020001,44.58907,-111.82498,Lakeview Ridge,LVRM8,-8.0,
569:NV:SNTL,17H07S,1980-10-01 00:00:00,Humboldt,6395.00,2100-01-01 00:00:00,US,013,32,160401090603,16040109,41.51542,-117.63197,Lamance Creek,LMCN2,-8.0,
570:NV:SNTL,15J06S,1980-10-01 00:00:00,Elko,8051.00,2100-01-01 00:00:00,US,007,32,160401010607,16040101,40.64480,-115.38120,Lamoille #3,LMLN2,-8.0,
1310:NV:SNTL,,2022-08-10 00:00:00,Elko,8993.00,2100-01-01 00:00:00,US,007,32,160401010607,,40.59965,-115.37902,Lamoille Upper,,-8.0,
571:WY:SNTL,05G04S,1978-10-01 00:00:00,Converse,8390.00,2100-01-01 00:00:00,US,009,56,101800071201,10180007,42.43566,-105.86051,Laprele Creek,LPPW4,-8.0,
